Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
HP Victus Gaming Ryzen 7 Octa Core 5800H ,HP,16 GB,19% ,4.2,76990,95554,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Vivobook 15 Core i5 11th Gen ,ASUS,8 GB,31% ,4.2,47990,69990,Intel,Intel Core i5 Processor (11th Gen)
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,25% ,4.2,82990,111990,Intel,Intel Core i5 Processor (12th Gen)
HP Laptop Ryzen 3 Quad Core 5300U ,HP,8 GB,18% ,4.4,36490,44783,AMD,AMD Ryzen 3 Quad Core Processor
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H,ASUS,16 GB,13% ,5.0,115990,133990,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,23% ,4.0,145990,189990,AMD,AMD Ryzen 7 Octa Core Processor
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Pavilion x360 Core i3 12th Gen ,HP,8 GB,16% ,4.2,54990,65628,Intel,Intel Core i3 Processor (12th Gen)
DELL Ryzen 3 Dual Core 3250U ,DELL,8 GB,31% ,3.7,36990,53640,AMD,AMD Ryzen 3 Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
GIGABYTE G5 KE,GIGABYTE,16 GB,23% ,4.2,79990,103890,Intel,Intel Core i5 Processor (12th Gen)
MSI Core i5 13th Gen ,MSI,8 GB,15% ,3.0,54990,64990,Intel,Intel Core i5 Processor (13th Gen)
ALIENWARE Core i9 10th Gen ,ALIENWARE,32 GB,13% ,4.2,325990,377798,NVIDIA,NVIDIA GeForce RTX 2080 with Max-Q
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen ,ASUS,32 GB,37% ,5.0,159990,254990,Intel,Intel Core i9 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Quad Core ,HP,4 GB,44% ,3.7,17990,32295,Intel,Intel Celeron Quad Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Core i5 12th Gen ,DELL,16 GB,22% ,4.2,110490,143036,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Zephyrus S15 Core i7 10th Gen ,ASUS,32 GB,27% ,4.2,234990,324990,Intel,Intel Core i7 Processor (10th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,19% ,4.0,161990,201990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen ,ASUS,16 GB,20% ,4.2,179990,224990,Intel,Intel Core i7 Processor (12th Gen)
Infinix INBook X1 Core i3 10th Gen ,Infinix,8 GB,24% ,4.2,37999,49999,Intel,Intel Core i3 Processor (10th Gen)
HP Pavilion Gaming Ryzen 5 Hexa Core 5600H ,HP,8 GB,16% ,4.2,73899,88900,AMD,AMD Ryzen 5 Hexa Core Processor
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,24% ,4.2,62490,82837,Intel,Intel Core i5 Processor (11th Gen)
HP Pavilion x360 Core i3 12th Gen ,HP,8 GB,16% ,4.2,54990,65628,Intel,Intel Core i3 Processor (12th Gen)
Infinix INBook X1 Neo Series Celeron Quad Core ,Infinix,4 GB,26% ,4.1,21990,29990,Intel,Intel Celeron Quad Core Processor
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
HP Spectre Eyesafe Intel Evo Core i7 12th Gen ,HP,16 GB,24% ,4.2,109990,146135,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,23% ,4.2,145990,189990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Pro P5 Core i5 8th Gen ,ASUS,8 GB,11% ,4.2,78990,88990,Intel,Intel Core i5 Processor (8th Gen)
Acer Predator Helios 300 Core i5 7th Gen ,Acer,128 GB,23% ,4.5,99990,129999,Pre-installed,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP 15s (2023) Ryzen 3 Quad Core 7320U ,HP,8 GB,17% ,4.7,39490,47710,AMD,AMD Ryzen 3 Quad Core Processor
Lenovo Yoga 7i Ryzen 7 Octa Core R7,Lenovo,16 GB,29% ,4.2,91750,130090,AMD,AMD Ryzen 7 Octa Core Processor (5th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Chromebook x360 Intel Celeron Quad Core ,HP,4 GB,44% ,3.7,17990,32295,Intel,Intel Celeron Quad Core Processor
DELL Inspiron Core i3 11th Gen ,DELL,8 GB,34% ,4.0,38562,58889,Intel,Intel Core i3 Processor (11th Gen)
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen ,ASUS,16 GB,40% ,4.6,83900,140990,Intel,Intel Core i5 Processor (11th Gen)
realme Book Prime Core i5 11th Gen ,realme,8 GB,31% ,4.2,47999,69999,Intel,Intel Core i5 Processor (11th Gen)
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i7 13th Gen ",ASUS,16 GB,18% ,4.2,149990,182990,Intel,Intel Core i7 Processor (13th Gen)
ALIENWARE Core i7 10th Gen ,ALIENWARE,16 GB,14% ,4.1,202490,237937,NVIDIA,NVIDIA GeForce RTX 2060
ASUS Ryzen 3 Dual Core ,ASUS,8 GB,27% ,4.2,36790,50990,AMD,AMD Ryzen 3 Dual Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Legion 7i Core i7 10th Gen ,Lenovo,16 GB,34% ,3.8,183490,279890,Intel,Intel Core i7 Processor (10th Gen)
MSI Summit E15 Core i7 11th Gen ,MSI,16 GB,13% ,4.0,135990,156990,Intel,Intel Core i7 Processor (11th Gen)
ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core AMD R9,ASUS,32 GB,47% ,5.0,184990,350990,AMD,AMD Ryzen 9 Octa Core Processor
HP 15s Intel Core i5 11th Gen ,HP,8 GB,23% ,3.9,55999,73034,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
ASUS Pro P5 Core i7 8th Gen ,ASUS,8 GB,4% ,4.2,93990,98912,Intel,Intel Core i7 Processor (8th Gen)
MSI Core i7 13th Gen ,MSI,16 GB,13% ,4.2,142990,165990,Intel,Intel Core i7 Processor (13th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,31% ,4.2,169990,246990,AMD,AMD Ryzen 9 Octa Core Processor
"ASUS Vivobook Pro 15 For Creator, Intel H",ASUS,16 GB,33% ,4.2,79990,120990,Intel,Intel Core i9 Processor (11th Gen)
Acer Spin 5 Intel EVO Core i7 12th Gen ,Acer,16 GB,7% ,4.2,129990,139999,Intel,Intel Core i7 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
HP Victus Intel Core i7 13th Gen ,HP,16 GB,13% ,4.8,109990,127764,Intel,Intel Core i7 Processor (13th Gen)
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,ASUS,16 GB,36% ,4.2,152990,239990,Intel,Intel Core i7 Processor (13th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
ASUS ROG Zephyrus G16 (2023) with 90WHr Battery Intel H,ASUS,16 GB,16% ,4.2,169990,203990,Intel,Intel Core i9 Processor (13th Gen)
Lenovo Ideapad 720S Core i5 8th Gen ,Lenovo,8 GB,10% ,3.3,74990,83458,Intel,Intel Core i5 Processor (8th Gen)
MSI Core i7 11th Gen ,MSI,8 GB,27% ,4.3,69990,95990,Intel,Intel Core i7 Processor (11th Gen)
"ASUS Vivobook Pro 16 OLED (2023) For Creator, Intel H",ASUS,16 GB,18% ,4.2,124990,152990,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,23% ,4.2,145990,189990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
DELL Inspiron Core i3 10th Gen ,DELL,8 GB,19% ,4.2,44190,54723,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,29% ,4.2,209990,297990,AMD,AMD Ryzen 7 Octa Core Processor
Acer Predator (2023) Core i9 13th Gen ,Acer,16 GB,3% ,4.2,199990,207999,Intel,Intel Core i9 Processor (13th Gen)
realme Book Prime Core i5 11th Gen ,realme,16 GB,36% ,4.2,47990,74999,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
ASUS TUF Gaming A15 (2023) with 90WHr Battery Ryzen 7 Octa Core 7735HS ,ASUS,16 GB,13% ,4.2,105990,121990,AMD,AMD Ryzen 7 Octa Core Processor
HP Pavillion x360 convertible Intel Core i5 12th Gen ,HP,16 GB,16% ,4.2,72990,87095,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
MICROSOFT Surface Laptop 3 Core i5 10th Gen ,MICROSOFT,8 GB,10% ,4.4,94490,104999,Intel,Intel Core i5 Processor (10th Gen)
Lenovo Legion 5 Intel Core i7 11th Gen ,Lenovo,16 GB,23% ,4.1,117990,153490,Intel,Intel Core i7 Processor (11th Gen)
HP 15s Ryzen 3 Dual Core 3250U ,HP,8 GB,21% ,4.3,37290,47600,AMD,AMD Ryzen 3 Dual Core Processor
DELL Alienware Core i7 12th Gen ,DELL,32 GB,23% ,4.2,280490,365284,Intel,Intel Core i7 Processor (12th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,26% ,4.2,157900,213990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Core i5 11th Gen ,Lenovo,8 GB,24% ,4.6,49999,66470,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,Lenovo,8 GB,27% ,4.5,74990,103490,AMD,AMD Ryzen 7 Octa Core Processor
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.2,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
ASUS Zenbook 14 OLED (2023) Ryzen 5 Hexa Core 7530U ,ASUS,16 GB,23% ,4.8,89990,116990,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS ROG Core i7 7th Gen ,ASUS,8 GB,5% ,3.0,137990,146490,Pre-installed,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)"
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Acer Aspire 7 Core i5 12th Gen ,Acer,16 GB,23% ,3.5,69000,89999,Intel,Intel Core i5 Processor (12th Gen)
Acer Aspire Core i5 12th Gen ,Acer,8 GB,27% ,4.1,47990,65999,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
MSI Prestige 14 Intel EVO Core i5 11th Gen ,MSI,16 GB,27% ,4.2,69990,95990,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,26% ,4.2,147990,201990,AMD,AMD Ryzen 7 Octa Core Processor
Acer Intel EVO Swift 5 Core i5 11th Gen ,Acer,8 GB,27% ,4.8,79990,109999,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
ASUS ROG Flow Z13 (2022) Core i9 12th Gen ,ASUS,16 GB,28% ,4.2,171990,240990,Intel,Intel Core i9 Processor (12th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
ASUS VivoBook 14 (2022) Ryzen 3 Dual Core AMD R3,ASUS,8 GB,40% ,4.3,27990,46990,AMD,AMD Ryzen 3 Dual Core Processor
ASUS Zenbook 14 OLED Intel EVO P,ASUS,16 GB,18% ,4.2,104990,128990,Intel,Intel Core i7 Processor (12th Gen)
ASUS Vivobook 15 Ryzen 7 Octa Core 5800H ,ASUS,16 GB,32% ,3.5,55990,82990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i5 11th Gen ,MSI,16 GB,21% ,4.2,65990,83990,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,29% ,4.3,56990,81237,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
GIGABYTE G5 ME,GIGABYTE,16 GB,41% ,3.8,69990,119990,Intel,Intel Core i5 Processor (12th Gen)
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U ,ASUS,16 GB,29% ,4.2,52990,74990,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,39% ,4.2,124990,206990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Yoga 9i Intel Evo Core i7 12th Gen ,Lenovo,16 GB,32% ,4.2,159990,237890,Intel,Intel Core i7 Processor (12th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U ,MICROSOFT,8 GB,20% ,3.8,99990,124999,AMD,AMD Ryzen 5 Quad Core Processor
"ASUS Vivobook 14X (2023) For Creator, Intel H",ASUS,16 GB,17% ,4.2,82373,99800,Intel,Intel Core i5 Processor (13th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
ASUS Core i5 12th Gen ,ASUS,8 GB,19% ,4.2,57350,71000,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core AMD R9,ASUS,32 GB,23% ,4.0,189999,246990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS ,ASUS,16 GB,47% ,4.2,94990,180990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS ,ASUS,16 GB,39% ,4.2,124990,206990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
DELL Vostro Ryzen 5 Hexa Core 5625U ,DELL,16 GB,26% ,4.2,57890,79292,AMD,AMD Ryzen 5 Hexa Core Processor
Acer Aspire 3 Ryzen 5 Quad Core 7520U ,Acer,8 GB,38% ,4.2,42890,69990,AMD,AMD Ryzen 5 Quad Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
HP OMEN Core i7 12th Gen ,HP,16 GB,11% ,4.2,167490,189900,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,30% ,4.2,131990,188990,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,29% ,4.3,56990,81237,Intel,Intel Core i5 Processor (11th Gen)
GIGABYTE G5 ME,GIGABYTE,16 GB,41% ,3.8,69990,119990,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
SAMSUNG Galaxy Book2 Pro Core i7 12th Gen ,SAMSUNG,16 GB,21% ,4.2,87990,111493,Intel,Intel Core i7 Processor (12th Gen)
Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen ,Infinix,16 GB,31% ,4.1,54990,79990,Intel,Intel Core i5 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
DELL Core i3 11th Gen ,DELL,8 GB,36% ,4.2,38490,60724,Intel,Intel Core i3 Processor (11th Gen)
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i5 12th Gen ,HP,16 GB,16% ,3.9,91990,110388,Intel,Intel Core i5 Processor (12th Gen)
ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H ,ASUS,16 GB,19% ,4.0,112990,140990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen ,ASUS,40 GB,9% ,4.2,329990,362990,Stylish,"Stylish & Portable Thin and Light Foldable Laptop
12th Gen Intel Evo� Core i7-1250U CPU with 10 cores and 4.7 GHz max frequency
17.3 Inch 2.5K Foldable OLED, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500
World�s first 17� foldable OLED laptop with Multiple versatile use cases possible: laptop, tablet, AiO, vertical, extended, etc.
17.3� screen when unfolded, while just 8.7mm thin and 1.5kg in weight. MIL-STD 810H Military-grade durability
ASUS ErgoSense Bluetooth keyboard included in the box.
Two Thunderbolt 4 ports for external 4K display, 40 GB/s data transfer and fast charging"
ASUS Vivobook Flip S 14 Intel H,ASUS,16 GB,19% ,4.2,79999,98990,Intel,Intel Core i5 Processor (12th Gen)
ASUS Core i3 12th Gen ,ASUS,8 GB,20% ,4.2,43990,54990,Intel,Intel Core i3 Processor (12th Gen)
HP G8 Ryzen 3 Dual Core 3250U ,HP,8 GB,32% ,3.6,27990,41610,AMD,AMD Ryzen 3 Dual Core Processor
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS ,ASUS,32 GB,25% ,4.2,151990,203990,AMD,AMD Ryzen 9 Octa Core Processor
DELL Inspiron Core i3 11th Gen ,DELL,8 GB,34% ,4.0,37999,58200,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Yoga Slim 7 Carbon Intel Evo Core i7 12th Gen ,Lenovo,16 GB,31% ,4.2,124990,181890,Intel,Intel Core i7 Processor (12th Gen)
GIGABYTE G5 MD Core i5 11th Gen ,GIGABYTE,16 GB,34% ,4.2,65990,99990,Intel,Intel Core i5 Processor (11th Gen)
ASUS Vivobook S 15 OLED (2023) Intel EVO H,ASUS,16 GB,22% ,5.0,100990,129990,Intel,Intel Core i7 Processor (13th Gen)
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U ,Lenovo,8 GB,15% ,4.2,50990,60090,AMD,AMD Ryzen 5 Hexa Core Processor
Smartron t.book flex Core i5 7th Gen ,Smartron,4 GB,16% ,3.9,46990,55999,Intel,Intel Core i5 Processor (7th Gen)
Smartron t.book flex Core i5 7th Gen ,Smartron,4 GB,16% ,3.5,46990,55999,Intel,Intel Core i5 Processor (7th Gen)
DELL Inspiron Core i3 11th Gen ,DELL,8 GB,29% ,4.0,38990,54990,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Thinkpad E series Core i5 11th Gen ,Lenovo,16 GB,7% ,4.2,112500,121000,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Flow Z13 (2023) Intel H,ASUS,16 GB,16% ,4.2,211354,251990,Intel,Intel Core i9 Processor (13th Gen)
ASUS ExpertBook P2 Core i7 10th Gen ,ASUS,8 GB,3% ,4.2,90490,93990,Intel,Intel Core i7 Processor (10th Gen)
Acer aspire 5 gaming Core i5 12th Gen ,Acer,8 GB,27% ,4.2,57600,79990,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Zephyrus G14 (2023) with 76WHr Battery Ryzen 9 Octa Core 7940HS ,ASUS,32 GB,16% ,4.2,266990,317990,AMD,AMD Ryzen 9 Octa Core Processor
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H,ASUS,16 GB,16% ,4.2,129990,155990,Intel,Intel Core i7 Processor (13th Gen)
HP 15s (2023) Ryzen 5 Quad Core 7520U ,HP,8 GB,13% ,4.1,48990,56831,AMD,AMD Ryzen 5 Quad Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
ASUS Ryzen 7 Dual Core 10th Gen ,ASUS,16 GB,38% ,4.2,86990,141990,AMD,AMD Ryzen 7 Dual Core Processor (10th Gen)
DELL Inspiron 5518 Core i5 11th Gen ,DELL,16 GB,13% ,4.5,78290,89990,Intel,Intel Core i5 Processor (11th Gen)
LG Gram Core i5 12th Gen ,LG,8 GB,4% ,4.2,101299,106002,Intel,Intel Core i5 Processor (12th Gen)
ASUS Ryzen 9 Octa Core 10th Gen ,ASUS,16 GB,16% ,4.2,99990,119990,AMD,AMD Ryzen 9 Octa Core Processor (10th Gen)
